site_id	binding_sha256	state	rationale_id	batch_id	evidence_ref
001946fd8beee5e32ffe870114b429879e9c6af3d299dcce83eab1db08119ca1	98055b08f3de4153a26cb9b0480ced22d55e62df4cb445c525cfc75139267516	resolved	resolved-construct-retired	gate-closure-20260826	review-decision every replacement identity this row named is itself absent from the candidate, so the rebinding lineage terminates in a retired construct; removal-evidence the full-tree suppression inventory contains no row with any of the named replacement identities
0020873c6ac4f4f8d578f7eca437334b7bdc61a229d9215bf97ec9bcbbf84135	2a626ff1bdad2f91886eb49da56ffdbceae111a731cbc550638ce8c2852723fb	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
00248f156f31e26cb689765c1d99ffb08b3752b68290db287bd7942ca3209377	472d7d775a343cc3155985b8018e1500c98eb0fabe7bda6e6df8804bdc5b3d28	retain	ratcheted-preexisting-debt	wave-b-misra-apps-20260825	review-decision Shrink-only cppcheck count; multiple function exit points coherent; row unique, nonzero, anchored.
00257787119c0ff1cea5efd4c5e589ca5a83396fe30e898b6b04adfbf1090800	184ac6c0f68b4c40b47d10bcd6680999957a89df7cf62b0bf55b14dbfeb72ef0	resolved	fix-add-specific-reason	closing-20260824	agent-M libs/ra8_fs/src/ra8_fs_fat_label.c:189 GCOVR_EXCL_LINE removed; raw gcov-14 (post-edit line numbers), tests/build-gcov: L189 count=1; L246 count=1; L249 count=2
002a58efc61a26e00382e8c76ca805b04c56383a84a55b2038d678af7c875d45	583241f7fb1ab8bbb747f3e81ce3ad507d9ecd3d8cedb1a20f7e70ed30ea5591	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
002bc2aa518ddab2a94d53b72ba60b480c7c986b6adcf8114a67547aa056a271	61982e031208fc26fceb507a793bfbbd46fa51fbf6cec6fc2f1590fc0e10d45f	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
002ec86c24d0e31c476f217da4426fb84266cee2550e3229fa35732c9e718708	987f704087701a38f5220a424c974e260d99614b773b97e0fd6c9cf0cdf088d0	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
0030394c965938ca407d9b25322fefd2b908ca7865dc2f31146aad9b0882d4f0	d3ba25474a8804e92069f1db3ba6b1e9f0984e97cbea197c64df772cbb533c37	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
003095114f07c04eaed927c55d819ec1e7a8430640504f5c2e532110db9e61dc	74aa391cbbfb6dfc15445332a275737daa47c64cc24ce94a0dd254ccc86237be	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision main.c rule 17.3 count 2: in-scope tools/ .c; function used without a declaration cppcheck 2.13 can resolve present in file, count within textual boun
003c3b46b20cf2b2a839c0c01543b79c6ff97eb4e9222a7b21aed84e2539adaf	a7fdf7fbd0a87d58db42cc8983532410e6836bad120d14dda4c1cd3b5bf64415	retain	ratcheted-preexisting-debt	wave-b-misra-apps-20260825	review-decision multiple returns: coherent for target; live path, count 44, shrink-only ratchet bucket.
0040f13b8be8404c6871cd24ff3f1f23b0360b523620ff0b2d2be4bdca9a1882	43d2448716d91897aaa10f8a5a2c71c32ecf0935b0b3d787009cdb1fbe37af8d	retain	reviewed-scope-authority	fresh-reconcile-20260826	final-review classification-batch census-digest codex-790-governance-report.md and audited scope census digests; scripts/checks/shell_entrypoint_policy.py:66 checker-scope-control/positive-scope: Explicit positive boundary determines which repository inputs are checked.
004abf5b2a662ea299fd39cd325bcd6e5143d00bec1a9629f852a027f715ccf7	8cf8c9ac644eb8a1f9ae498b6021dea8035723b8a573c0ade9ca92a2e7519d50	retain	tool-false-positive	fresh-reconcile-20260826	final-review tool-output source-context exact scoped diagnostic; scripts/hil/recover.sh:301 shellcheck/SC2087: RA8_TTY_RESOLVER_SRC/JLINK_SN are substituted client-side on purpose: the Pi has no checkout. predecessor-site:1d7c195c86706174c80694b8fb3949fc692f6fcb600f222e387d605741204189; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
00532a38060ac511b7e6703a14b79f364c4680f90120bc6f15d82705aa0fd0d5	6d0b40b0ea563cd70134545b7488b1a7ebf072b762d574dee2ca06e10a8ea5b0	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision audit_tree re-run: internal_meta_candidate_path = 2, exact baseline match; definition present; real runtime &&/||; shrink-only #426 debt.
005c06c9657ec9a2bd1f43c473582325dd97ce945987d8393565d99c8395e8f6	e6320d93eb8622af81e5b06bd7ce434f959be17a1bb62a442c40b004f428be6a	retain	reviewed-scope-authority	fresh-reconcile-20260826	final-review classification-batch census-digest codex-790-governance-report.md and audited scope census digests; scripts/checks/shell_entrypoint_policy.py:66 checker-scope-control/positive-scope: Explicit positive boundary determines which repository inputs are checked.
00662bc76e906f5aa1b4c239cc2b727581a5475901cae821e82fcef9a7ce0ba2	ada8cdbf6fad198a7920c09088ac527cb5aa22e11c5cf29c2d46b9873b90c462	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
0074cfee0767ae8f23c219b4fd61e2970671d24fc9a57d134f22291d40508fd5	39e6c4d0e4ae02f12ac2064fa76cddd104ddc14e29e9216a6877f468ce70417f	retain	vendor-upstream-preserved	wave-d-20260824	review-decision Closer of the upstream Ragel table region in vendored gumbo; upstream-authored directive.
0077f640a43a72fdcc826cc529cec081f2e034b20f028cea24dacc2c96505944	7c253dfaf9ec6e32ce2b27459bcdc8247b12ac4a1635ff738021ff0a9c2df4e2	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision ratchet debt verified
0077fe5a2bc724ed0d8089d6675828a3e13950e9161bb586bac560c5445cfd15	7082ec00bed3e2757532f4f1741b691005b4a2495095f4625f617bb1fc3e98c8	retain	language-or-compiler-contract	wave-d-20260824	review-decision verify_mount_file_cycle used in 1 of 9 includer TUs (verified); per-decl attr keeps the other eight -Werror clean.
007c2c911087cae4b21abd33c3ab6686333c902fb4a2e4b82a7601f089ff7410	06f6cebf533171b81d0b5fadf86cac4b47e79a61d5c2675f3ae5882f22f9efc3	retain	vendor-upstream-preserved	wave-d-20260824	review-decision Upstream CMSIS -Wpedantic waiver for vector-table function-pointer-to-data casts; vendored ThreadX example, preserved verbatim.
009ccdf8befe0cb7165e105373aa6aa08991a4d1ecce3ed30585d6c4f8223e3e	550a87ec62b3fa16ea27754581e62058fbd4a11239de98923e5f53f9add9a606	retain	reviewed-scope-authority	hil-size-cap-split-reconcile-20260901	classification-batch review-decision recomputed SHA-256 binds the exact current authenticated source bytes; raw-byte-sha256-verified; source-context scripts/checks/hil_convergence_safety_image_lock_digest.py directive:_FIXED_PATH_BY_PIN scope:value:DEVCONTAINER_IMAGE_BOUND_EXIT_SELFTEST_RAW_SHA256:scripts/ci/devcontainer_image_bound_exit_selftest.bash
009f1ead8a2b97abc76a6f48e3277dd011cd82c9e9c3a946bc3e93fe1d809ae1	630a1c7ce869f8ef084fd36f5272c1afa2a4f0579f5a165de8cffbeb9c2447da	superseded	superseded-identity-rebinding	fresh-reconcile-20260826	review-decision Deliberate white-box include of ra8_camera_source_ceu.c after renaming its public symbols; the tool correctly flags what the test intends.; replacement-site review-decision identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 exact path/family/rule/anchors verified;;; replaced-by:65f3abfc8cfa2745dd43a52c853dedc9faa9ca14fb56f9ca5ef1ee3f20a5ea9b
00a0af1c6f37c0991613fce1ceb2e2a4a17cb00b99f9c1014420a3ac32eee16a	1035f0b4ceb09fafc31a29ea38f34230ea1b216b9e1c319af6cb2f20357226c0	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision Recount=baseline (1); unique non-zero key, target present.
00aae10ab69cae7f11c55a73971b63a8cca38b5552b12b5b3159699599bbdff9	ab8d31babc6f2bb003d1ac3ab1701d0f61a867376c40e5756a1b901b38338f46	retain	unreachable-defensive-path	fresh-reconcile-20260826	final-review source-context seam-search codex-790 coverage closeout reports and raw gcov14 proof; libs/ra8_hal/src/ra8_ipc_sem_ring.c:374 coverage/GCOVR_EXCL_LINE: ring->sem_id already validated predecessor-site:85a3fac6456ef6d98a23b596e36e9467dd82577f8aa610fabd135f74954393a0; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
00afd2f73106d5bc800f24b81c27bdb1e706e04a2e2871fb531c5b19a9b566ce	ce7f261e7d080f94fc25fb2455d04141e5c56b5ed58c4b7b775e4f7c9d609e6e	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
00b172488cf062e263f2a9a1cc1689fcb369d39230a4e753c99307ec3ecdc488	6cb3768c73c0aca2f0107cda2389ed2c060b1a9223fed619abcc6a85dad270e7	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
00b3b60804d3de1d576a093584a1df00ad6f0e7f6e3a00f22af7b3c98d6b9122	1927a61f8e797ab4abe11cd0d8b6957b24edc34c3d0d00591789af6135d8454c	resolved	resolved-construct-retired	misra-burn-down-20260827	removal-evidence exact MISRA baseline bucket absent after pinned 2026-08-27 zero-growth refresh; review-decision retired debt history preserved
00bc81e78167a84452a3657955040b0821d4ee9b3d1bf5fd1185150c72a8e042	b22e6bd9054a3beff06e10f0fbfd79eb2536f69cc1b5bca970f91b6275eebf9f	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
00be88743afa4a7b168d6beba9fc98dca74a0aa4bce7a9a55c0417ee697c1157	bce6b5a990d4dad401db773df381c9ab3c1ed977fb2de7a66199c5f412a167c1	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision Recount=baseline (1); unique non-zero key, target present.
00c36957a6b4f2994724bbdd7de5cc5ca60b40c914fd375b47b960625760e473	a69d920a9cfc98a25a3b91d66095e1c3669650c3a01d7fcb137b59a4e07c04da	retain	tool-false-positive	fresh-reconcile-20260826	final-review tool-output source-context exact scoped diagnostic; scripts/checks/doxy_members.py:99 python/PLR0913: body slice predecessor-site:930182bf6c48205432660e00846ea3ff6b0d93397e233c26f8ff50d58412fabd; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
00c4307e2a10c8e73670791a0874f91b4d0fb85a2a202200a29400998a81dcfc	9e279094544d5e22b6bb4be2b47659464d3225f97cb34a5b011edff25c432d47	retain	unreachable-defensive-path	fresh-reconcile-20260826	final-review source-context seam-search codex-790 coverage closeout reports and raw gcov14 proof; libs/ra8_hal/src/ra8_spi_b.c:667 mcdc-deactivation/deactivated-condition: TU-local helper internal_xfer_common null-pair guard; the public-API ra8_spi_b_transfer entry validates that at least one of (tx, rx) is non-NULL before calling this helper, so the AND's two conditions cannot both be true on any reachable path -- defensive depth guard only. predecessor-site:6d103bd7319002167a786b256d0e96d562c36576fb101ae3c5aa1abe2847f140; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
00c4e105462fa14287638512708662c61a74805a60e159423843c34909951422	cea3522f23d7fa7f661a983733954be4061eea63b63d1a6977b5a066d2f8f9b8	resolved	resolved-construct-retired	misra-burn-down-20260827	removal-evidence exact MISRA baseline bucket absent after pinned 2026-08-27 zero-growth refresh; review-decision retired debt history preserved
00c82a2b3e020afdb01816aff3f491b3186c5abc43216ce12f34a1b09711a86c	5028e37648e05268fbeb477021dfb0c6494d194f51d3210d98cfd0738b79dd49	superseded	superseded-identity-rebinding	final-landing-governance-20260827	replacement-site review-decision exact postsecurity control lineage; source-context scripts/checks/download_installers_macos.py:ALLOWED_INDIRECT_EXECUTION; replaced-by:c28e892e428822d38cd447d4b7da3c126d1ded356f8a124ef4c0a991ca16c012
00c9a00a4349c83df291c0f98f8f73d11135c8883ee3e56af4747118e7f79a8b	462d55960f60fda855f0cbf4bcf47ee1894aeb0fa57e248a0adc963a60728b6c	superseded	superseded-identity-rebinding	fresh-reconcile-20260826	review-decision Scheme startswith-guarded at L77-79 and BAO_ADDR from a 0600 operator creds file (comment above). Guard admits http(s); still closes S310's class.; replacement-site review-decision identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 exact path/family/rule/anchors verified;;; replaced-by:a84e4e76bfc27cacf56d29a6096964a6456b306f02fe91b77871538d9947e564
00c9f4b12fa4d1b8802d32f9d642415ec18312ae387f8c0923b5ab30f3e4eb16	84416559b63e138adff2199bb561a07b273c4eda576abea152a283b973f645b8	retain	ratcheted-preexisting-debt	wave-b-misra-apps-20260825	review-decision Shrink-only (file,rule) bucket; anchor exact, target exists, composite cast to wider/other type coherent.
00cf2b953a9464688f9a054547112702bf5e4806634df32edf9a091720f6f747	5528527344f2ce2f71ce4556f45ca6d32ef4072553446d96e78315769de30312	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
00d249c5018161765d66327ae9e9a46eb6e27ba942f0dcb6fa0734e41f7c7a0e	943f337bdd5ca74d804f817a82408e86fd4592959c79012c9a5ef89b4a244bc2	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision MEASURED 81/81 lines 73/82 branches; counts consistent, within file length, host-executed. Shrink-only frozen debt.
00d3eff55d60e834ab5282b7bfead1981fd35d2740e8b173cd10aa9a901631b0	aeec757fccc9fbb9e79a00b525748ba662ca25f65c1176b30f57e48716136a12	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision clang-tidy ratchet row (tidy_ratchet.py --update): target is in collect.sh lint scope and long/macro-dense functions still present; row unique per (fi
00d9b708e5e1faddb186acd9db268f5fa1e05d7e11260920c2677128e5c87bfd	ceca08f4f72f0625c6c00d0a15e80234d44f57d8c3fcc1e8c3c7d5460ba9cb75	retain	bounded-cleanup-status-mask	fresh-reconcile-20260826	final-review consumer-or-assert source-context bounded immediate consumer; infra/ansible/roles/hil_bench/tasks/transaction.yml:162 ansible/changed_when: Read the board-facing interface's permanent MAC
00df589a762d50dccff18ab810e767aeea5b7f658098ba29269b952efbd88f7d	8a9848893c30b8987687c51566b6801c0d5b0f3a73e32c28920868b20977adf1	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
00df5e3b1371d4956e0e2a4de71201f99a41adabf29e801f171f341e610c7691	72d209d311f097442cc6966797599483a112019e5dd9cd33937a658c3a5ec7a9	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision 17.3 x2 in emu_cpu1.c; unique key, non-zero, target present; reproduces 6bb5779471b producer run exactly.
00e19b5d26a3e5fffa64fdf266ef521ec08f4866c80e41525a53ff115d5d1c02	8e29c0ce1b655b33e8dfcd5f291d721c709e1fade735933389edac1ddbee8b34	retain	tool-false-positive	fresh-reconcile-20260826	final-review tool-output source-context exact scoped diagnostic; scripts/checks/mcdc_compound_ratchet.py:398 python/PLR2004: fixture plants exactly 2 decisions predecessor-site:4f7ef0241453b654ac9d00ddc844073fd23d5203c621d9dab4c3998e763935be; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
00e1e74d5043298e1000fe626dee8d198ae06f43796f5f2d94a4c3edc9f8a405	1a2cee99f8a9730aaef54cd9fc883966ec98bd8a5740b251349222de6d49ebef	superseded	superseded-identity-rebinding	fresh-reconcile-20260826	review-decision Whole block is a vendor-ABI mirror so mdl_service.c parses without the SDK; every name inside is the ESP-IDF spelling, so the region is coextensive wi; replacement-site review-decision identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 exact path/family/rule/anchors verified;;; replaced-by:94618f8afed5287be86fc17879772903667e63bb48e79e10b0d8130e2b0b416d
00e4158394bc6f8dfa186ef40614138808407b7097de26d92de956d66199124d	bb4f660c05c2247a00f0ba7716b309cca66082ab175e415a9b2cebe471fde206	superseded	superseded-identity-rebinding	hil-size-cap-split-reconcile-20260901	replacement-site replaced-by:69a2d8e6a48b489bbbb7ffc0dbb38dda61ff317fa6eb0fff7d4cf6ac761c5dea review-decision root-mode portability changed the exact authenticated authority count, digest, or security-control identity; predecessor history preserved
00e4962a60e36fd14d3499c2b514cbefaa84b09484fb1d05a0a516972eeccc4c	e59f2bd5dce52f9a0c0fbc8850005f8e37c740da8164b95ffe73b25fccd6efcd	retain	bounded-cleanup-status-mask	batch-b-cross-20260824	batch-b-cross artifact row
00e4a5ca308d0b911b31ba2b8a215a76108b98c85bc7c706bec4740f6d1619c5	256bd95dc04cb244bf0a17de40b948f94228bc866ee06a7f6647d962c07a268f	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision ratchet debt verified
00f0689d1afca91498a375f6e91573ae23a7af07c8bc863ae2e9220a7ba907b3	df6fc82c9e08d0d1df28bdfe687cea4c78a9d66cfcc83da18cc036d433e1052f	retain	tool-false-positive	fresh-reconcile-20260826	final-review tool-output source-context exact scoped diagnostic; scripts/checks/check_runner_clock.py:134 python/S310: HTTPS URL pinned above predecessor-site:3a02ea2af77f58400d73b3a1c3de34b57dc4de191722aa1cb280d3ecd51bf768; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
00f0e7974f9aee60bef826cb1a88bb3120a4f59d7ed859ae48333f2808b4f1f4	03e5c7e33aae4721253f1ad441a5b63ca40dff40fda89832e70350844de4e7a7	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision Recount=baseline (1); unique non-zero key, target present.
00f5189d9e17204936e61cd79cf45208a69ffb3ef7720d552847dd6e1b42db84	f8d63a65f29016a469f3c1645b9770d07252ce240ba0870d62a618228028e556	retain	unreachable-defensive-path	fresh-reconcile-20260826	final-review source-context seam-search codex-790 coverage closeout reports and raw gcov14 proof; apps/shared_libs/epub/src/epub_xml_shim.c:570 mcdc-deactivation/deactivated-condition: internal_opf_shape pull-loop status gate; the public entry point validated this exact byte range with xml_validate() before this re-parse and the bounded pull reader is a pure function of (source, source_len, workspace) -- the shim only ever writes the frame `consumer` field, which xml never reads back -- so xml_reader_next() cannot fail here and only the end-of-document condition varies. predecessor-site:2fa06b2dd2af3190512fac81a05f0e2c3b43d83ebff6f0a5ee38eb3da2878e8d; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
00f74a055c052a2ecca8fda6812faf243f3dd3bac56ed4e82a316ae7d4f47843	0c2bdada3960d2302dafe10194910e5f86f2fdd8aa9761c35fed4519cc121fa9	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision Recount=baseline (1); unique non-zero key, target present.
0100c77dd415701af0a387f732b7aee20c3d4c9213f7c862fc290aa1a2337588	1fa0cf0f2c24b3893e868486589bd71d824040f63a33a8ca084fa891a039d46f	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
0104f54f6f74cd0b0b7b2615085371448c49e6cf68e36e008ce575172e5ad7f6	2ef9ce0674c4447cba245019238d1f191322d8ddb29e1fc85395b340a692afad	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision 21.6 x1 in cache_bench_io.c; unique key, non-zero, target present; reproduces 6bb5779471b producer run exactly.
01086995e289a79fdbf7a8f11a4426c21dbb198da0303022d9a1ebbf2eb0b311	5ec351edff36fefabbf79a97f973d711eb62445be43d2d815343ad0750e334ec	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
010b322c36e415f0d25fc405d257187ec2917ae8fa50fe99f527d7d04feca2b3	0c1b6607d3592ef6a15a5f7d59559efe01c782a9af92d80d463b395e65b3819c	retain	unreachable-defensive-path	fresh-reconcile-20260826	final-review source-context seam-search codex-790 coverage closeout reports and raw gcov14 proof; libs/ra8_hal/src/ra8_rmac.c:927 coverage/GCOVR_EXCL_BR_LINE: MDIO never stalls predecessor-site:c85abb3c9292175d30846303b3fdd042b1fba892dae3265a6cd2be3e379ea74f; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
01174524b396595a4f7e44315df9c8ed147803a27009e3a9f49d33fe31536a5d	e722ec9da87df646e30f3fb86df39792524b18d6563592663842ae73d707d158	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision Pre-existing ratchet debt (15.5 x1).
011da902bc46c24b410d2038a1dc09bcfec49e7d2c896965d9d2a14fda5a04f8	18571213ae4025b0a05390f2f5d81d83fec97582d3f52331e6ddb6d6aa1ebf2a	retain	ratcheted-preexisting-debt	wave-b-misra-apps-20260825	review-decision 8.4 external definition without visible compatible declaration; real construct.
01203c93fffd24696f33c7ad61c78ba3759c8290277a7de02fb077f2d0368d7d	92b48d452ceb935fa388177f3173ec3416d10208872bd5928d78096c898926ed	superseded	superseded-identity-rebinding	fresh-reconcile-20260826	upstream-pin=docs/SOUP/stb.md / docs/SOUP/miniz.md, miniz 11.0.2; soup-record=docs/SOUP/stb.md / docs/SOUP/miniz.md fires as -Werror=type-limits at miniz.c:326 comparison always false; measured; replacement-site review-decision identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 exact path/family/rule/anchors verified;;; replaced-by:12367cbb6bc4dfaaec473304eb2ff62e8abe92826dc3f25bc67f27f946742967
01213a6438e6aaf23a20682507a3c68e969d857dc78bc4d0b33562ff70553608	72d14da87a2c6c631b764b75a03486cc5a8623f45dae9a059746a7e68bd82d5a	resolved	resolved-construct-retired	misra-burn-down-20260827	removal-evidence exact MISRA baseline bucket absent after pinned 2026-08-27 zero-growth refresh; review-decision retired debt history preserved
01223cbfc8892b07a88a6e47a36e5d1fe507a92d72d5f9c9258f2f260822cd02	0042654771b789231b32e763757cd4e38ee8e0f1c4dfe72d8980249adfee010f	retain	reviewed-scope-authority	fresh-reconcile-20260826	final-review classification-batch census-digest codex-790-governance-report.md and audited scope census digests; scripts/checks/shell_entrypoint_policy.py:66 checker-scope-control/positive-scope: Explicit positive boundary determines which repository inputs are checked.
012d9bf563061f07e3ebb890f729ffc0d3022ba898c83965cea8c3cbe9382c01	14f749930ca0acb718cd693da23701b8dc4ae2656022ead1b96f4f81c4eeeccf	retain	reviewed-scope-authority	fresh-reconcile-20260826	final-review classification-batch census-digest codex-790-governance-report.md and audited scope census digests; scripts/checks/markdown_reference_policy.py:296 checker-scope-control/suppression-control-plane: Scanner control-plane value defines ownership, syntax, or census scope.
01354546b4def4b9a700596378cf0cd57fd4fad46669ea879d2abca605356e56	169a7865dc2f9ebd270a9dd63e3ae12bbb123f0cedaaf9be5d991ab526d5c681	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision emu_view.c rule 22.9 count 2: sampled: strtol at emu_view.c:500/502 with errno never tested afterwards; in-scope tools/ .c, unique key, non-zero ceili
013ed4005b5a1af92060fdaf9404019effa50d8cb46529ee8d03b9e8711ad134	51b06c035cb977c610e902fe08bec9d443442279376d558ade51ee4062d4213b	retain	reviewed-scope-authority	batch-census-20260824	classification-batch sha256:artifact
0140daf19e686b12eed3f00884bdfbe8c5ad8cd55c9eca257db78099b2ade971	c5bedbc934841c40623783c8eb62bde0ce67ddf12f1c65c234b8930a0d82b952	superseded	superseded-identity-rebinding	fresh-reconcile-20260826	review-decision excluded-set entry for the ignored .pyc fixture; synthetic archive-name assertion.; replacement-site review-decision identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 exact path/family/rule/anchors verified;;; replaced-by:859f0386a0f065903200e3cc38d6d092c497b7e0c0e3ab39ddc810e3d04a6ea3
0143c075bed03e1bc6ae23c2d5df157d6f4316288e2e08108e3c168ff911d8fd	2fcfa36ed197afa9597ca3e802bbf1319452a1fcafb2bb344c30c7976af6a9d3	retain	unreachable-defensive-path	fresh-reconcile-20260826	final-review source-context seam-search codex-790 coverage closeout reports and raw gcov14 proof; libs/ra8_fs/src/ra8_fs_fat_name.c:293 coverage/GCOVR_EXCL_LINE: arith/string invariants make fallback unreachable predecessor-site:a03b267e76db9dbbae1d814fc4b4ae87c49a70df4246da8abfacebf91a2e1fe3; identity-map:7e61fb03fe495105d2893b0fd16a228cc1d0758c710c5abe6e7804695787bb15 one-to-one exact anchors verified
01449cfc25e9241074e3d8c98e6a3ece8b33c3ccc884d4edadb6498883bd7fd3	a736776e715d11d132c33ff5536db2cc7656d1bce53b987b2e86cb8c51b8f983	retain	tool-false-positive	wave-d-20260824	review-decision cppcheck does not parse the arm-none-eabi sysroot, so CMSIS/register headers are unresolved; information-class noise -- cross and host builds compile
0144a27698faa82f6b9f3a00e4aa51b515ec230aa34714384e90d99640bb4326	7215123da38999ef4c477afb422dc4f311c75aabc91724c81912f417994f01f2	retain	ratcheted-preexisting-debt	wave-b-20260824	review-decision ratchet debt verified
